Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
28887,02/21/2021,23,23517,Accident Investigation,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(White, Male, 27, 1)"
28890,02/23/2021,23,23523,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,No,No,,No,No,,"(Black, Male, 57)","(White, Male, 23, 1); (White, Male, 27, 5); (Black, Male, 46, 24); (Black, Male, 41, 3)"
28895,02/24/2021,13,23503,Search Warrant,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(White, Female, 17)","(White, Male, 34, 11); (White, Male, 46, 21)"
28900,02/24/2021,11,23513,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 30)","(White, Male, 25, 1); (White, Male, 26, 4); (Unknown, Male, 22, 1); (Unknown, Male, 35, 7)"
28901,02/16/2021,18,23503,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(White, Male, 48)","(White, Male, 30, 4); (White, Male, 31, 7); (White, Male, 35, 11)"
28903,02/24/2021,20,23508,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,No,No,,No,No,,"(White, Female, 29)","(White, Male, 33, 1); (White, Male, 38, 7); (White, Male, 48, 10); (White, Female, 22, 0); (Black, Male, 45, 11)"
28911,02/26/2021,14,23510,Narcotics,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Female, 44)","(White, Male, 33, 8)"
28916,02/26/2021,12,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 26)","(White, Male, 29, 2); (White, Male, 24, 2); (White, Female, 24, 2); (Black, Male, 40, 15)"
28926,02/27/2021,3,23513,Prisoner Transport,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,No,No,,No,No,,"(Black, Female, 30)","(White, Male, 24, 1); (White, Male, 48, 19); (Unknown, Unknown, , 6); (Unknown, Unknown, , 2)"
28927,02/28/2021,1,23502,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Hispanic, Male, 22)","(White, Male, 46, 16)"
28930,02/27/2021,23,23523,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 57)","(White, Female, 25, 0); (Black, Male, 31, 6); (Unknown, Male, 22, 0)"
28937,02/28/2021,20,23513,Service Call,Use of force,TARP,Yes,No,No,No,,No,No,,"(Black, Female, 32)","(White, Male, 26, 2); (White, Female, 37, 14); (Black, Male, 31, 5)"
28942,03/02/2021,3,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(White, Male, 27)","(White, Male, 26, 4); (Black, Male, 56, 29); (Black, Male, 41, 3); (Unknown, Male, 40, 7)"
28950,03/02/2021,21,23322,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 53)","(White, Male, 40, 16)"
28960,03/04/2021,2,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 20)","(White, Male, 32, 5); (White, Male, 48, 10)"
28971,03/05/2021,11,23503,Violent Felony,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(White, Male, 32)","(White, Male, 30, 9); (White, Male, 32, 4)"
28975,03/05/2021,19,23503,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 32)","(White, Male, 35, 11); (White, Female, 22, 2); (Unknown, Male, 28, 6); (Unknown, Male, 25, 4)"
28981,03/06/2021,22,23504,Domestic Disturbance,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(Unknown, Unknown, , 2)"
29023,10/24/2020,19,,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated); (Excessive Force, Unsubstantiated); (Excessive Force, Unsubstantiated); (Failure to Tag BWC, Exonerated); (Failure to Tag BWC, Exonerated); (Policy Violation: Special Order, Substantiated); (Policy Violation: Special Order, Substantiated)",,"(White, Male, 27, 2); (White, Male, 24, 2)"
29029,03/09/2021,14,23513,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Female, 31)","(Black, Male, 41, 2); (Unknown, Unknown, , 2)"
29031,03/12/2021,13,23518,Domestic Disturbance,Use of force,TARP,Yes,Yes,No,No,,No,No,,"(Black, Female, 28)","(White, Male, 30, 4); (White, Male, 48, 15); (White, Female, 25, 1); (White, Female, 60, 18)"
29033,03/12/2021,18,23510,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 31, 1); (White, Male, 41, 4)"
29044,03/13/2021,17,23505,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 27, 4); (White, Female, 27, 0); (Unknown, Unknown, , 6)"
29047,03/11/2021,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Exonerated); (Excessive Force, Exonerated); (Excessive Force, Exonerated)",,"(White, Male, 32, 4); (White, Male, 38, 11); (Asian, Male, 38, 9)"
29049,03/13/2021,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Administrative, Unfounded)",,"(White, Male, 29, 2)"
29051,03/16/2021,10,23504,Search Warrant,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 32)","(White, Male, 33, 7); (White, Male, 34, 11); (White, Male, 39, 15); (White, Female, 27, 4)"
29054,03/14/2021,0,23455,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: General Order - Administrative, Substantiated); (Policy Violation: Special Order, Substantiated); (Policy Violation: Personnel Administrative Policies Manual, Substantiated); (Policy Violation: Special Order, Substantiated); (Policy Violation: City Policies, Substantiated); (Policy Violation: City Policies, Substantiated); (Policy Violation: City Policies, Substantiated); (Policy Violation: City Policies, Substantiated); (Policy Violation: City Policies, Substantiated); (Policy Violation: City Policies, Substantiated); (Violation of Law Enforcement Code of Ethics, Substantiated); (Violation of Law Enforcement Code of Ethics, Substantiated); (Violation of Law Enforcement Code of Ethics, Substantiated)",,"(Black, Male, 28, 5)"
29068,03/18/2021,7,23508,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 41)","(White, Male, 25, 2); (White, Male, 35, 2); (White, Male, 23, 1); (White, Female, 36, 12); (Asian, Male, 50, 24)"
29075,03/18/2021,,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Civil Rights Violation, Unfounded); (Civil Rights Violation, Unfounded)",,"(White, Male, 47, 12); (Black, Male, 56, 17)"
29088,03/20/2021,18,23513,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 20)","(White, Male, 35, 2); (White, Female, 22, 0); (Unknown, Male, 26, 4); (Asian, Male, 30, 3)"
29089,03/20/2021,23,23510,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 36)","(White, Male, 26, 2); (Asian, Male, 24, 3)"
29090,03/21/2021,0,23510,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 24, 2); (White, Male, 25, 1)"
29097,03/22/2021,19,23503,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 50)","(White, Male, 23, 2); (White, Male, 27, 4)"
29102,03/17/2021,8,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 25, 2)"
29112,03/23/2021,4,23504,Trespassing,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 40)","(White, Male, 36, 7); (White, Male, 36, 11); (Black, Male, 56, 29)"
29114,03/23/2021,23,23513,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 26, 2); (White, Male, 27, 1); (White, Male, 24, 3); (Black, Male, 41, 2)"
29115,03/23/2021,23,23513,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 16)","(White, Male, 24, 3); (White, Male, 53, 25); (Black, Male, 41, 2)"
29118,03/22/2021,14,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Operational, Unsubstantiated); (Policy Violation: General Order - Operational, Unsubstantiated)",,"(White, Male, 25, 2); (White, Male, 33, 2); (White, Male, 49, 19); (White, Male, 50, 29); (White, Male, 47, 3)"
29120,03/24/2021,,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Hispanic, Female, 49)","(White, Male, 31, 6); (White, Male, 30, 4); (White, Female, 25, 0)"
29121,03/24/2021,20,23502,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, 39)","(White, Male, 30, 4); (White, Male, 31, 6)"
29143,03/26/2021,19,23505,Service Call,Use of force,Hard Hand Control Tact.,No,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 31, 4); (White, Male, 48, 14)"
29144,03/26/2021,20,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 21)","(White, Male, 24, 2)"
29145,03/27/2021,1,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 26, 2); (White, Male, 37, 0); (White, Female, 25, 1); (Asian, Male, 50, 21)"
29159,03/26/2021,,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Fail to Provide Police Services, Exonerated); (Biased Based Policing, Unfounded)",,"(White, Male, 48, 16)"
29165,03/30/2021,11,23505,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,,No,No,,"(Black, Male, 30)","(White, Male, 38, 11); (White, Male, 32, 4); (White, Male, 34, 13); (White, Male, 26, 5); (Black, Male, 35, 10)"
29167,03/30/2021,19,23507,Prisoner Transport,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 32, 0); (White, Male, 35, 11); (Black, Male, 34, 9); (Unknown, Male, 29, 6)"
29170,03/31/2021,18,23508,Violent Felony,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Asian, Male, 30)","(White, Male, 33, 9); (White, Male, 38, 11)"
29180,04/01/2021,11,23507,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 28)","(White, Male, 25, 2); (White, Male, 31, 3); (Black, Male, 35, 8)"
29192,04/02/2021,11,23518,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 18)","(White, Male, 41, 4); (White, Male, 30, 4); (White, Female, 28, 3); (White, Female, 22, 0); (Unknown, Male, 35, 8)"
29197,04/03/2021,13,23504,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 39, 8); (Unknown, Unknown, , 2)"
29201,04/03/2021,23,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 65)","(White, Male, 33, 9)"
29204,04/03/2021,0,23513,Violent Felony,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 20)","(White, Male, 35, 8); (Unknown, Male, 29, 6)"
29229,04/06/2021,9,23502,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Female, 38)","(White, Male, 32, 5); (Asian, Male, 30, 9)"
29231,04/06/2021,14,23503,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, ECW",Yes,No,No,No,,No,No,,"(Black, Male, 24)","(White, Male, 25, 2); (White, Male, 24, 1)"
29235,03/29/2021,17,23507,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated); (Harassment, Unsubstantiated)",,"(White, Male, 36, 8)"
29239,04/07/2021,20,23505,Other,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 59)","(White, Male, 35, 11); (White, Female, 27, 0); (Unknown, Male, 29, 6); (Unknown, Male, 31, 0)"
29244,10/09/2020,1,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(Black, Male, 22, 1); (Unknown, Male, 22, 1)"
29246,04/09/2021,1,23503,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Female, 24)","(White, Male, 27, 1); (White, Male, 25, 1); (White, Female, 22, 2); (Black, Male, 33, 0)"
29247,04/08/2021,23,23517,Traffic Stop,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,No,No,,No,No,,"(Black, Male, 34)","(White, Male, 27, 3); (White, Male, 25, 4); (Asian, Male, 30, 6)"
29254,04/11/2021,20,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,Yes,,"(Black, Male, 21)","(White, Male, 24, 2); (White, Male, 35, 13); (White, Male, 36, 11); (White, Male, 36, 11); (White, Male, 35, 11); (White, Female, 28, 3); (Black, Male, 56, 29); (Asian, Male, 30, 6)"
29255,04/12/2021,0,23513,Non-Violent Felony,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 19)","(White, Male, 33, 9)"
29260,04/12/2021,13,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(Black, Female, 60, 5)"
29265,04/12/2021,17,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 40)","(White, Male, 25, 1); (White, Male, 39, 5); (White, Female, 25, 0)"
29269,04/04/2021,17,,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 18)","(White, Male, 45, 12)"
29279,04/09/2021,0,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 44, 14)"
29289,04/17/2021,2,235513,Accident Investigation,Use of force,"Empty/Soft Hand Control, Other",Yes,No,No,No,,No,No,,"(White, Female, 38)","(White, Male, 35, 2); (White, Female, 36, 2); (Black, Male, 33, 0); (Unknown, Male, 22, 1)"
29290,04/18/2021,3,23513,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 35)","(White, Male, 32, 0); (White, Female, 30, 6); (Black, Female, 38, 9)"
29291,04/18/2021,22,23518,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,No,No,,No,No,,"(White, Male, 21)","(White, Male, 37, 6); (White, Male, 31, 6); (White, Male, 48, 14); (White, Male, 53, 25)"
29294,04/17/2021,17,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated); (Failure to Activate BWC, Substantiated)",,"(White, Male, 31, 6); (White, Male, 29, 4)"
29295,04/19/2021,11,23507,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 39, 14)"
29303,04/20/2021,14,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 20)","(White, Male, 25, 3)"
29306,04/16/2021,15,23510,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Female, )","(White, Male, 46, 24); (Black, Female, 26, 4); (Black, Male, 41, 3)"
29319,04/22/2021,20,23513,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 33)","(White, Male, 39, 7); (Black, Male, 25, 2)"
29323,03/19/2021,18,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(White, Male, 27, )"
29325,04/24/2021,0,23510,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,No,No,,No,No,,"(Black, Female, 35)","(White, Male, 29, 6); (White, Male, 33, 6); (White, Male, 39, 12); (Black, Male, 30, 4); (Asian, Male, 37, 10)"
29330,04/24/2021,19,23523,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 19)","(White, Male, 24, 2); (White, Male, 27, 5); (White, Male, 32, 8); (White, Male, 31, 6); (Black, Male, 29, 3); (Black, Male, 27, 3); (Unknown, Male, 30, 6)"
29331,04/25/2021,13,23504,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Female, 30)","(White, Male, 76, 3); (Black, Male, 56, 16); (Black, Male, 40, 15)"
29333,04/25/2021,19,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 45)","(White, Male, 27, 5); (White, Male, 28, 4)"
29337,04/22/2021,,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Operational, Substantiated)",,"(Black, Male, 30, 4)"
29351,04/28/2021,14,23523,Assault/Disorderly Subj,Use of force,ECW,Yes,No,No,No,,No,No,,"(Black, Male, 24)","(White, Male, 36, 8)"
29352,04/28/2021,16,23504,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,,No,No,,"(Black, Male, 31)","(White, Male, 27, 4); (White, Male, 30, 5); (White, Male, 31, 6)"
29362,04/29/2021,20,23517,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 26, 5)"
29367,04/27/2021,11,23505,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Courtesy, Unfounded)",,"(White, Male, 34, 5); (White, Male, 50, 14)"
29369,04/30/2021,12,23502,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 45)","(White, Male, 27, 1); (White, Male, 35, 9); (White, Male, 33, 9); (White, Male, 38, 14); (White, Male, 39, 12)"
29371,04/30/2021,18,23518,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 20)","(White, Male, 25, 1); (White, Male, 30, 7); (Black, Male, 33, 1)"
29372,04/30/2021,15,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 56)","(White, Male, 29, 5); (White, Male, 46, 24); (Black, Male, 41, 2)"
29384,05/03/2021,18,23504,Psychiatric,Use of force,,Yes,Yes,No,No,,No,No,,"(Black, Male, 12)","(White, Male, 42, 7); (White, Female, 38, 8)"
29395,05/04/2021,9,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 25)","(White, Male, 25, 2); (Unknown, Male, 31, 0)"
29397,04/02/2021,,23502,,Citizen Complaint,,Yes,No,No,No,,No,No,"(Excessive Force, Unsubstantiated)",,"(White, Female, 38, 8)"
29401,05/04/2021,21,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 27, 1); (White, Male, 42, 14); (White, Male, 40, 16)"
29402,05/04/2021,23,23510,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 52)","(White, Male, 33, 4); (Asian, Male, 37, 10)"
29403,04/30/2021,2,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Female, 26)","(White, Male, 23, 1); (White, Male, 33, 4); (White, Male, 30, 8); (Black, Male, 31, 6)"
29417,05/05/2021,22,23517,Trespassing,Use of force,"Empty/Soft Hand Control, OC Spray",Yes,Yes,No,No,,No,No,,"(Black, Male, 27)","(White, Male, 39, 14); (White, Male, 49, 14)"
29419,05/06/2021,0,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 30)","(White, Male, 39, 11); (Unknown, Unknown, , 2)"
29425,05/07/2021,0,23504,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(Unknown, Unknown, , 2); (Unknown, Female, 33, 4)"
29429,05/03/2021,22,23513,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,Yes,Yes,,"(Hispanic, Male, 23)","(Black, Male, 31, 5)"
29435,04/27/2021,10,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Biased Based Policing, Unfounded)",,"(Black, Male, 44, 20)"
