Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,IV,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Collision,ACCIDENT - INJURY,,,August,,,454290,East Precinct,10,,945518397,1052065,Black,Male,No,20,946570462,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Collision,ACCIDENT - INJURY,,,August,,,1063749,East Precinct,20,,945518397,1052065,Black,Male,No,20,946570462,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,Firearm - Replica,PFA,,,,,,,,0000-0559,Assist,ASSIST CITIZEN/OTHER AGENCY,,,June,,,751121,East Precinct,1,,685527424,494876,Hispanic,Male,No,47,686022300,Deadly,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,Firearm - Replica,PFA,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,April,,,1122850,East Precinct,1,,856527086,543444,White,Male,No,18,857070530,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Sunday,,Firearm - Implied,,Control Against Resistance,,,,,,,,1200-1759,Other,UNDESCRIBED INCIDENT,,,June,,,918631,North Precinct,7,,468527532,459948,White,Male,No,41,468987480,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,Firearm - Implied,,PFA,,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,February,,,554201,Central Precinct,3,,767556025,285986,Black,Male,Yes,40,767842011,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,Firearm - Implied,,PFA,,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,February,,,186960,Central Precinct,16,,767556025,285986,Black,Male,Yes,40,767842011,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,December,,,216161,East Precinct,2,,503539882,4094724,White,Male,Yes,26,507634606,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,December,,,997941,East Precinct,2,,503539882,4094724,White,Male,Yes,26,507634606,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,December,,No weapon (unarmed),276171,East Precinct,0,,572519833,1436236,Hispanic,Male,No,25,573956069,Passive,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,December,,No weapon (unarmed),213461,East Precinct,2,,572519833,1436236,Hispanic,Male,No,25,573956069,Passive,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,No,August,,No weapon (unarmed),515991,East Precinct,2,,343518481,547313,Asian,Male,No,31,344065794,Passive,,,,,,,,Dispatched,Yes,Yes,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,No,August,,No weapon (unarmed),321971,East Precinct,7,,343518481,547313,Asian,Male,No,31,344065794,Passive,,,,,,,,Dispatched,Yes,Yes,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,No weapon (unarmed),267472,North Precinct,1,,976557347,550482,Hispanic,Male,No,38,977107829,Passive,,,,,,,,Dispatched,Yes,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,No weapon (unarmed),414482,North Precinct,1,,976557347,550482,Hispanic,Male,No,38,977107829,Passive,,,,,,,,Dispatched,Yes,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,December,,,233170,North Precinct,12,,361529771,386645,Black,Male,No,29,361916416,Passive,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1200-1759,Collision,ACCIDENT - NON INJURY,,,April,,No weapon (unarmed),551100,East Precinct,15,,294556720,302220,White,Female,No,59,294858940,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,October,,No weapon (unarmed),558502,Central Precinct,2,,903568396,1998766,White,Female,No,35,905567162,Passive,,,,,,,,Dispatched,Yes,,,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,October,,No weapon (unarmed),861531,Central Precinct,13,,903568396,1998766,White,Female,No,35,905567162,Passive,,,,,,,,Dispatched,Yes,,,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,March,,,1122850,East Precinct,1,,555526413,617895,White,Male,Yes,38,556144308,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,March,,,799521,East Precinct,16,,555526413,617895,White,Male,Yes,38,556144308,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,August,,No weapon (unarmed),926741,East Precinct,0,,464518402,278448,Black,Female,No,41,464796850,Passive,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,August,,No weapon (unarmed),1064150,East Precinct,11,,464518402,278448,Black,Female,No,41,464796850,Passive,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,Control Against Resistance,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,December,,,279069,Traffic,19,,361529771,386645,Black,Male,No,29,361916416,Passive,Active,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - COLD,,,August,,No weapon (unarmed),559502,CENTRAL,4,,871587626,2013649,White,Female,No,25,873601275,Active,,,,,,,,Self-Initiated,Yes,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),713512,EAST,2,,68575678,626355,White,Female,No,38,69202033,Active,Null,,,,,,,Dispatched,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),555502,EAST,3,,418577342,4209855,Hispanic,Male,No,30,422787197,Active,,,,,,,,Dispatched,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),713512,EAST,3,,418577342,4209855,Hispanic,Male,No,30,422787197,Active,,,,,,,,Dispatched,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),882128,North Precinct,26,,575527613,365285,Black,Male,Yes,31,575892898,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,February,,No weapon (unarmed),236671,East Precinct,7,,282536290,434514,Black,Female,Yes,34,282970804,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,July,,No weapon (unarmed),196561,Central Precinct,5,,368528141,3949743,White,Male,No,33,372477884,Active,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,November,,No weapon (unarmed),358281,East Precinct,1,,260539550,3682845,White,Female,Yes,19,264222395,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,September,,,1108351,CENTRAL,6,,175587969,1629349,White,Male,No,24,177217318,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),430191,Central Precinct,4,,724558725,1988113,Black,Female,Yes,25,726546838,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Collision,ACCIDENT - NON INJURY,,,November,,No weapon (unarmed),933241,Central Precinct,2,,238539550,532659,Hispanic,Male,No,28,239072209,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Collision,ACCIDENT - NON INJURY,,,November,,No weapon (unarmed),132261,Central Precinct,3,,238539550,532659,Hispanic,Male,No,28,239072209,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Collision,ACCIDENT - NON INJURY,,,November,,No weapon (unarmed),758521,Central Precinct,10,,238539550,532659,Hispanic,Male,No,28,239072209,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),311971,Central Precinct,2,,240526660,361364,Black,Male,No,39,240888024,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),327581,Central Precinct,3,,240526660,361364,Black,Male,Yes,39,240888024,Active,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,No,February,,No weapon (unarmed),990539,East Precinct,16,,98526248,3896540,Black,Male,Yes,29,102422788,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Unclear,February,,No weapon (unarmed),942039,East Precinct,19,,98526248,3896540,Black,Male,Yes,29,102422788,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,November,,,952640,Central Precinct,15,,363519411,587513,Black,Male,Yes,29,364106924,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,May,,No weapon (unarmed),793721,Central Precinct,5,,344527271,618789,Black,Female,Yes,28,345146060,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - COLD,,,December,,No weapon (unarmed),431191,Central Precinct,1,,530530013,3483527,White,Male,Yes,25,534013540,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - COLD,,,December,,No weapon (unarmed),753121,Central Precinct,2,,530530013,3483527,White,Male,Yes,25,534013540,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Theft,THEFT - COLD,,,December,,No weapon (unarmed),784021,Central Precinct,3,,530530013,3483527,White,Male,Yes,25,534013540,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,April,,,558502,Central Precinct,2,,82566698,3971809,White,Male,No,28,86538507,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,April,,,217361,Central Precinct,11,,82566698,3971809,White,Male,No,28,86538507,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,October,,No weapon (unarmed),805020,East Precinct,12,,834519166,611856,White,Male,Yes,28,835131022,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Vandalism,VANDALISM - COLD,,,April,,No weapon (unarmed),703211,CENTRAL,5,,313576731,3955721,Native American,Female,No,50,317532452,Active,,,,,,,,Self-Initiated,,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,,,April,,,864331,North Precinct,1,,65566768,744635,White,Male,Yes,28,66311403,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,,,April,,,241472,North Precinct,2,,65566768,744635,White,Male,Yes,28,66311403,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,No,December,,No weapon (unarmed),1100751,,7,,369519841,3874516,Black,Male,No,32,373394357,Active,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,DUII,DRIVING UNDER INFLUENCE,,No,December,,No weapon (unarmed),559900,North Precinct,13,,369519841,3874516,Black,Male,No,32,373394357,Active,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),306271,North Precinct,2,,577548493,3727335,Black,Male,No,26,581275828,Active,,,,,,,,Self-Initiated,Yes,Yes,,2020,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,May,,,971440,Transit (PPB Only),12,,767527185,413196,Hispanic,Male,No,31,767940381,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),259169,RECORDS,20,,873578196,4261454,Hispanic,Female,No,23,877839650,Active,,,,,,,,Dispatched,Yes,Yes,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),555100,NORTH,16,,498568902,1890049,White,Female,No,34,500458951,Active,,,,,,,,Dispatched,Yes,,,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),468691,SRD,10,,498568902,1890049,White,Female,No,34,500458951,Active,,,,,,,,Dispatched,Yes,,,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),612800,SRD,18,,498568902,1890049,White,Female,No,34,500458951,Active,,,,,,,,Dispatched,Yes,,,2022,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - COLD,,,June,,No weapon (unarmed),137662,CENTRAL,2,,723587295,3665483,White,Male,No,34,727252778,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - COLD,,,June,,No weapon (unarmed),140662,CENTRAL,2,,723587295,3665483,White,Male,No,34,727252778,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,August,,No weapon (unarmed),591801,CENTRAL,10,,374587691,4183604,Black,Male,Yes,31,378771295,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),222562,EAST,2,,68575678,626355,White,Female,No,38,69202033,Active,Active,,,,,,,Dispatched,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,December,,,174161,EAST,3,,660578984,386090,Asian,Male,No,38,660965074,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,December,,,938542,EAST,3,,660578984,386090,Asian,Male,No,38,660965074,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,December,,,572201,EAST,6,,660578984,386090,Asian,Male,No,38,660965074,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,August,,No weapon (unarmed),710512,CENTRAL,4,,374587691,4183604,Black,Male,Yes,31,378771295,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,August,,No weapon (unarmed),937542,CENTRAL,4,,374587691,4183604,Black,Male,Yes,31,378771295,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,1200-1759,Sex Offense,SEX OFFENSE - PRIORITY,,,April,,No weapon (unarmed),1064652,CENTRAL,1,,345576731,4263518,White,Male,Yes,37,349840249,Active,Active,,,,,,,Self-Initiated,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Resisted HC,,,,,1200-1759,Sex Offense,SEX OFFENSE - PRIORITY,,,April,,No weapon (unarmed),1106552,CENTRAL,3,,345576731,4263518,White,Male,Yes,37,349840249,Active,Active,,,,,,,Self-Initiated,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,Control Against Resistance,Resisted HC,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),555502,EAST,3,,68575678,626355,White,Female,No,38,69202033,Active,Active,Active,,,,,,Dispatched,Yes,,,2023,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,Hobble,Control Against Resistance,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - COLD,,,June,,No weapon (unarmed),135662,CENTRAL,2,,723587295,3665483,White,Male,No,34,727252778,Active,Active,Active,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,Resisted HC,Control Against Resistance,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - COLD,,,June,,No weapon (unarmed),141662,CENTRAL,2,,723587295,3665483,White,Male,No,34,727252778,Active,Active,Active,,,,,,Dispatched,,,,2024,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,,November,,No weapon (unarmed),883231,East Precinct,2,,260539550,3682845,White,Female,Yes,19,264222395,Active,Active,,,,,,,Dispatched,Yes,,,2019,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Unclear,February,,No weapon (unarmed),749120,East Precinct,11,,98526248,3896540,Black,Male,Yes,29,102422788,Active,Active,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,December,,No weapon (unarmed),949741,North Precinct,8,,366549361,306629,Black,Male,Yes,45,366855990,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,,Yes,May,,,259169,Transit (PPB Only),15,,767527185,413196,Hispanic,Male,No,31,767940381,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),806220,Central Precinct,14,,724558725,1988113,Black,Female,Yes,25,726546838,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),386281,East Precinct,3,,463558012,2000426,Black,Female,No,22,465558438,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,Yes,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),351681,East Precinct,9,,463558012,2000426,Black,Female,No,22,465558438,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,Yes,,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Hobble,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),677011,Central Precinct,5,,724558725,1988113,Black,Female,Yes,25,726546838,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,October,,No weapon (unarmed),571001,Central Precinct,2,,713519165,556457,White,Male,Yes,37,714075622,Active,Active,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,October,,No weapon (unarmed),809721,Central Precinct,5,,713519165,556457,White,Male,Yes,37,714075622,Active,Active,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,October,,No weapon (unarmed),522490,Central Precinct,16,,713519165,556457,White,Male,Yes,37,714075622,Active,Active,,,,,,,Dispatched,Yes,,,2017,1,1
