Master Subject ID,Subject Sex,APD Race,Subject Resistance,Subject Effects,Council District,Date Occurred,ZIP,CENSUS_TRACT,LOCATION,X_COORDINATE,Y_COORDINATE,COUNTY
459775269: 20191860406,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,07/05/2019 12:00:00 AM,78701,11,E 7TH ST / TRINITY ST,3115529,10070760,1
459321346: 20191862043,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,07/05/2019 12:00:00 AM,78723,21,5327 CAMERON RD,3125214,10086639,1
459614168: 20191861296,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,07/05/2019 12:00:00 AM,78701,11,700 CONGRESS AVE,3114351,10071176,1
459824076: 20191862690,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,07/05/2019 12:00:00 AM,78752,18.12,7600 BLOCK N IH 35 NB,3126900,10096343,1
458979400: 20191850007,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,1,07/04/2019 12:00:00 AM,78702,-,2504 NEW YORK DR,3123546,10073108,1
95955767: 20191850361,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,07/04/2019 12:00:00 AM,78757,15,2101 W ANDERSON LN,3118169,10102334,1
237831145: 20191850092,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,07/04/2019 12:00:00 AM,78702,9,N IH 35 SVRD NB / E 6TH ST,3117047,10069933,1
356647506: 20191851717,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,4,07/04/2019 12:00:00 AM,78758,18.20,9133 NORTHGATE BLVD,3121931,10108440,1
459761858: 20191851593,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,07/04/2019 12:00:00 AM,78701,11,323 E 6TH ST,3115325,10070387,1
459193141: 20191840721,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,5,07/03/2019 12:00:00 AM,78748,17.47,2501 W SLAUGHTER LN,3087172,10036601,1
458883356: 20191841030,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,07/03/2019 12:00:00 AM,78741,23.18,4410 E RIVERSIDE DR,3121437,10058363,1
288625483: 20191840685,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,07/03/2019 12:00:00 AM,78758,18.20,9024 NORTHGATE BLVD,3121526,10108096,1
458961180: 20191840721,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,5,07/03/2019 12:00:00 AM,78748,17.47,2501 W SLAUGHTER LN,3087172,10036601,1
459510009: 20191840618,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,07/03/2019 12:00:00 AM,78759,17.54,4805 GRAY FOX DR,3114377,10122911,1
290457032: 20191841762,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,07/03/2019 12:00:00 AM,78752,18.11,6809 ATHLETIC DR,3130637,10090815,1
459822344: 20191842099,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,7,07/03/2019 12:00:00 AM,78753,-,12800 CENTER LAKE DR,3136515,10121826,1
459477900: 20191842099,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,7,07/03/2019 12:00:00 AM,78753,-,12800 CENTER LAKE DR,3136515,10121826,1
459824162: 20191841827,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,8,07/03/2019 12:00:00 AM,78746,19.11,2500 BLOCK S MOPAC EXPY SVRD NB,3095945,10065082,1
170137075: 20191841140,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,07/03/2019 12:00:00 AM,78759,17.54,5301 DUVAL RD,3112883,10125204,1
459649150: 20191841555,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,07/03/2019 12:00:00 AM,78701,11,61 RAINEY ST,3115621,10067106,1
186255252: 20191831554,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,07/02/2019 12:00:00 AM,78701,-,1250 SABINE ST,3117166,10072602,1
459754612: 20191831055,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,07/02/2019 12:00:00 AM,78757,15.04,7327 BURNET RD,3116178,10100301,1
459400513: 20191821177,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,07/01/2019 12:00:00 AM,78721,21,3811 E 12TH ST,3130796,10074307,1
459821889: 20191820862,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,07/01/2019 12:00:00 AM,78701,-,80 BLOCK CONGRESS AVE,3113687,10068735,1
33136779: 20195026702,M,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,07/01/2019 12:00:00 AM,78758,18.20,9133 NORTHGATE BLVD,3121931,10108440,1
172557242: 20191820264,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,07/01/2019 12:00:00 AM,78741,23,1603 E OLTORF ST,3115463,10058091,1
9240909: 20191821962,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,07/01/2019 12:00:00 AM,78702,8.04,1143 SALINA ST,3121465,10071241,1
119016163: 20191821869,M,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,07/01/2019 12:00:00 AM,78745,24,1401 SAHARA AVE,3098803,10048605,1
185337433: 20191810642,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/30/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
459106177: 20191810165,M,H,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,9,06/30/2019 12:00:00 AM,78701,-,421 E 6TH ST,3115650,10070260,1
165037302: 20191811329,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3,06/30/2019 12:00:00 AM,78741,23,E RIVERSIDE DR / ROYAL CREST DR,3119118,10061305,1
155582992: 20191810421,F,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/30/2019 12:00:00 AM,78723,21.12,6301 BERKMAN DR,3130320,10088770,1
169935745: 20191811287,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,06/30/2019 12:00:00 AM,78702,10.00,LLANO ST / WILLOW ST,3123367,10065330,1
459821626: 20191811574,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3,06/30/2019 12:00:00 AM,78745,20,901 W BEN WHITE BLVD SVRD EB,3104682,10055364,1
1219900: 20191810165,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/30/2019 12:00:00 AM,78701,-,421 E 6TH ST,3115650,10070260,1
459700968: 20195026755,M,M,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/29/2019 12:00:00 AM,78723,21.06,1941 GASTON PLACE DR,3130925,10087173,1
459616189: 20191791907,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/29/2019 12:00:00 AM,78702,8,1719 ALEXANDER AVE,3124812,10075477,1
459821546: 20191801392,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,4,06/29/2019 12:00:00 AM,78758,18.05,8600 N LAMAR BLVD,3125710,10102520,1
459700968: 20191802084,M,M,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/29/2019 12:00:00 AM,78723,21.06,1941 GASTON PLACE DR,3130925,10087173,1
314180043: 20191800556,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,06/29/2019 12:00:00 AM,78744,-,2101 E BEN WHITE BLVD EB,3114755,10051812,1
459723722: 20191801461,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/29/2019 12:00:00 AM,78704,-,800 BLOCK BARTON SPRINGS RD,3111566,10067408,1
65668296: 20191800382,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,9,06/29/2019 12:00:00 AM,78741,23,1620 E RIVERSIDE DR,3118446,10062525,1
184815238: 20191800157,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,06/29/2019 12:00:00 AM,78745,24,5703 S 1ST ST,3102378,10048002,1
32179493: 20191801097,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,06/29/2019 12:00:00 AM,78702,8,3700 THOMPSON ST,3128924,10070287,1
459215091: 20191792236,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/28/2019 12:00:00 AM,78701,11,402 E 6TH ST,3115521,10070515,1
459693913: 20191791303,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,06/28/2019 12:00:00 AM,78758,18.22,9600 N LAMAR BLVD,3128269,10106589,1
288764769: 20191791711,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/28/2019 12:00:00 AM,78721,-,SPRINGDALE RD / PROCK LN,3130242,10072087,1
459821507: 20191792143,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/28/2019 12:00:00 AM,78752,18,7522 N IH 35 SVRD SB,3125968,10096642,1
459822695: 20191792234,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/28/2019 12:00:00 AM,78757,15,6528 N LAMAR BLVD,3120354,10094774,1
459075010: 20191790199,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,9,06/28/2019 12:00:00 AM,78701,11,600 NECHES ST,3115747,10070360,1
219218751: 20191791192,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/28/2019 12:00:00 AM,78721,-,1165 AIRPORT BLVD,3128344,10073471,1
185271190: 20191781611,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/27/2019 12:00:00 AM,78723,21,5621 N IH 35 SVRD NB,3125467,10088596,1
459449263: 20191780062,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,5,06/27/2019 12:00:00 AM,78704,13,1525 BARTON SPRINGS RD,3108573,10068272,1
266602301: 20191781555,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,06/27/2019 12:00:00 AM,78758,18.20,9024 NORTHGATE BLVD,3121526,10108096,1
165068671: 20191780507,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/27/2019 12:00:00 AM,78758,18,FAIRFIELD DR / RESEARCH BLVD SVRD NB,3121830,10104550,1
31724430: 20196900342,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,4,06/26/2019 12:00:00 AM,78758,18.20,9008 GALEWOOD DR,3122071,10107022,1
164037341: 20191770267,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/26/2019 12:00:00 AM,78752,15.03,400 SWANEE DR,3122946,10095237,1
459084063: 20191771302,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/26/2019 12:00:00 AM,78702,10,80 N PLEASANT VALLEY RD,3123722,10064984,1
459820122: 20191770319,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,06/26/2019 12:00:00 AM,78719,9800,10000 LOGISTICS LN,3137698,10044121,1
161547667: 20191770267,F,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/26/2019 12:00:00 AM,78752,15.03,400 SWANEE DR,3122946,10095237,1
459820359: 20191771001,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,7,06/26/2019 12:00:00 AM,78758,18.49,2601 W BRAKER LN,3120574,10115353,1
459820445: 20191771503,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,10,06/26/2019 12:00:00 AM,78703,16,2701 EXPOSITION BLVD,3107291,10083357,1
373691638: 20191771840,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/26/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
1219721: 20191771840,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/26/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
458952490: 20191770567,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/26/2019 12:00:00 AM,78701,11,100 E 5TH ST,3114253,10070417,1
167512803: 20191770267,F,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/26/2019 12:00:00 AM,78752,15.03,400 SWANEE DR,3122946,10095237,1
135302700: 20191770287,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,2,06/26/2019 12:00:00 AM,78617,-,13421 ALYSHEBA DR,3156517,10036467,1
459061667: 20191771427,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/26/2019 12:00:00 AM,78702,9,3213 GONZALES ST,3126330,10067546,1
17445501: 20196900340,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,06/26/2019 12:00:00 AM,78758,18,8630 N LAMAR BLVD,3126044,10102866,1
459081448: 20191771061,M,B,DEFENSIVE RESISTANCE,SERIOUS INJURY,3,06/26/2019 12:00:00 AM,78741,23.18,1508 MONTOPOLIS DR,3127718,10056671,1
131666444: 20191761204,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,4,06/25/2019 12:00:00 AM,78758,18,1628 OHLEN RD,3121912,10106009,1
336331221: 20191760224,F,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/25/2019 12:00:00 AM,78723,21,1026 CLAYTON LN,3126017,10089888,1
458908399: 20191760992,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/25/2019 12:00:00 AM,78701,7,1500 RED RIVER ST,3116901,10073857,1
5045240: 20191761845,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/25/2019 12:00:00 AM,78753,18.13,1030 NORWOOD PARK BLVD,3129996,10096983,1
166134392: 20191760229,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/25/2019 12:00:00 AM,78753,-,9000 N IH 35 SVRD SB,3129766,10102563,1
459666372: 20191760619,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/25/2019 12:00:00 AM,78757,15,6800 N LAMAR BLVD,3120720,10095572,1
458908399: 2019191760992,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/25/2019 12:00:00 AM,78701,7,1500 RED RIVER ST,3116901,10073857,1
459783994: 20191761738,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/25/2019 12:00:00 AM,78753,-,12301 CALIBRI LN,3143424,10116096,1
131925437: 20191760190,M,W,PASSIVE RESISTANCE,MINOR INJURY,2,06/25/2019 12:00:00 AM,78745,24.24,702 PLUMPTON DR,3099764,10043854,1
459152872: 20191760038,M,W,PREPARATORY RESISTANCE,MINOR INJURY,5,06/25/2019 12:00:00 AM,78704,20,2501 S LAMAR BLVD,3103438,10062487,1
119281019: 20191761688,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,06/25/2019 12:00:00 AM,78702,9,N IH 35 SVRD NB / E 7TH ST,3117148,10070275,1
459691862: 20195026048,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/25/2019 12:00:00 AM,78741,23.12,6807 VILLITA AVENIDA,3130558,10057879,1
119146865: 20191751795,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/24/2019 12:00:00 AM,78723,21,5707 MANOR RD,3133646,10084692,1
216274768: 20191750254,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,06/24/2019 12:00:00 AM,78751,3,3800 N IH 35 SVRD SB,3121177,10080543,1
459818583: 20191751026,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,4,06/24/2019 12:00:00 AM,78753,18,8201 N LAMAR BLVD,3124479,10101091,1
305792036: 20191751207,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,7,06/24/2019 12:00:00 AM,78753,18.39,13609 N IH 35 SVRD NB,3135873,10127479,1
458891145: 20191751888,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/24/2019 12:00:00 AM,78758,18,OHLEN RD / RESEARCH BLVD SVRD NB,3121559,10105553,1
309727719: 20191740678,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/23/2019 12:00:00 AM,78758,18,8400 BEECH DR,3122360,10103628,1
459818667: 20191740407,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/23/2019 12:00:00 AM,78751,21,919 E KOENIG LN SVRD EB,3124729,10090296,1
459388324: 20191741845,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,06/23/2019 12:00:00 AM,78701,7,1814 GUADALUPE ST,3114476,10075614,1
459493240: 20191740181,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/23/2019 12:00:00 AM,78701,11,601 RIO GRANDE ST,3112256,10071441,1
459820967: 20191730043,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/22/2019 12:00:00 AM,78701,11.00,710 W 7TH ST,3112081,10071853,1
459765506: 20191731803,F,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,5,06/22/2019 12:00:00 AM,78748,-,1012 W SLAUGHTER LN,3093877,10036205,1
459799486: 20191730044,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/22/2019 12:00:00 AM,78701,11,600 BLOCK E 6TH ST,3116181,10070257,1
9181909: 20191731338,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,06/22/2019 12:00:00 AM,78758,-,8901 PARKFIELD DR,3124063,10105197,1
93651283: 20191730228,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,2,06/22/2019 12:00:00 AM,78745,-,812 HUNTINGDON PL,3099379,10044375,1
1219672: 20191730307,,,DEADLY RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,1,06/22/2019 12:00:00 AM,78753,18.35,1015 E YAGER LN,3139070,10116111,1
459161371: 20191731577,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/22/2019 12:00:00 AM,78753,18.39,500 CANYON RIDGE DR,3135499,10121165,1
459818465: 20191720164,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/21/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
308348960: 20191721242,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/21/2019 12:00:00 AM,78758,18.20,1735 RUTLAND DR,3123464,10110594,1
459137652: 20191712047,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,06/21/2019 12:00:00 AM,78744,-,7331 BLUFF SPRINGS RD,3106700,10038446,1
153188204: 20191720197,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,8,06/21/2019 12:00:00 AM,78735,19.15,5662 W US 290 HWY SVRD WB,3082159,10058637,1
459286973: 20191720149,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,06/21/2019 12:00:00 AM,78704,13.03,1800 BLOCK BARTON SPRINGS RD,3107722,10069214,1
175243836: 20191721301,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,06/21/2019 12:00:00 AM,78723,-,5800 SWEENEY CIR,3133829,10084623,1
459818313: 20191720147,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,06/21/2019 12:00:00 AM,78703,12,N LAMAR BLVD / W 5TH ST,3110570,10071475,1
305923911: 20191720448,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,1,06/21/2019 12:00:00 AM,78723,21.07,2900 BLOCK ROGGE LN,3133610,10084398,1
65208871: 20191710729,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/20/2019 12:00:00 AM,78723,21.13,7303 GENEVA DR,3135495,10090840,1
302406700: 20191712028,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,06/20/2019 12:00:00 AM,78748,-,509 NATALI ST,3098989,10035705,1
308019520: 20191710631,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,4,06/20/2019 12:00:00 AM,78752,15,6600 MIDDLE FISKVILLE RD,3124700,10092754,1
459788332: 20191711462,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/20/2019 12:00:00 AM,78758,18.20,9024 NORTHGATE BLVD,3121526,10108096,1
131671419: 20191711312,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/20/2019 12:00:00 AM,78723,21,5707 MANOR RD,3133646,10084692,1
200081773: 20191701659,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3,06/19/2019 12:00:00 AM,78741,23.14,4900 E OLTORF ST,3121434,10054603,1
459555214: 20191701386,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/19/2019 12:00:00 AM,78701,11,E 6TH ST / BRAZOS ST,3114741,10070624,1
459692483: 20191701903,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/19/2019 12:00:00 AM,78753,18,GEORGIAN DR / DEEN AVE,3127491,10102151,1
208802869: 20191701660,F,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,10,06/19/2019 12:00:00 AM,78746,-,4100 N CAPITAL OF TEXAS HWY SB,3094547,10096416,1
163382038: 20191700847,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/19/2019 12:00:00 AM,78721,-,5800 TECHNI CENTER DR,3136581,10075175,1
80937229: 20191701365,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,06/19/2019 12:00:00 AM,78745,20,321 W BEN WHITE BLVD SVRD EB,3106914,10054630,1
459277631: 20191701674,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,06/19/2019 12:00:00 AM,78741,23.18,1500 FARO DR,3123697,10058703,1
209585754: 20191701530,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/19/2019 12:00:00 AM,78757,15,7685 NORTHCROSS DR,3115824,10102130,1
459817646: 20191700589,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,10,06/19/2019 12:00:00 AM,78759,25,11901 PAVILION BLVD,3109342,10127585,1
459070729: 20191702031,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/19/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
184420461: 20191700765,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,8,06/19/2019 12:00:00 AM,78735,19.15,6219 OAKCLAIRE DR,3079573,10058414,1
459531752: 20191690680,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/18/2019 12:00:00 AM,78701,11,700 E CESAR CHAVEZ ST,3115985,10068421,1
459819137: 20191691257,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/18/2019 12:00:00 AM,78758,-,10000 N LAMAR BLVD,3128495,10107901,1
302386393: 20191690015,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,06/18/2019 12:00:00 AM,78753,18.06,500 BEAVER ST,3126464,10102025,1
459279657: 20191691951,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,06/18/2019 12:00:00 AM,78701,-,200 BLOCK E 5TH ST,3114811,10070253,1
459611112: 20191690855,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/18/2019 12:00:00 AM,78701,11,719 E 6TH ST,3116650,10069971,1
199491983: 20191681376,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/17/2019 12:00:00 AM,78724,-,8307 GARCREEK CIR,3149853,10080967,1
2032211: 20191681323,F,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,10,06/17/2019 12:00:00 AM,78731,17,7100 LAKEWOOD DR,3099885,10107767,1
165025063: 20191680053,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/17/2019 12:00:00 AM,78702,9.02,2218 E 2ND ST,3121915,10066690,1
458892449: 20191681367,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,06/17/2019 12:00:00 AM,78721,21.10,4600 BLOCK REYES ST,3131171,10073742,1
165025801: 20191681782,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,06/17/2019 12:00:00 AM,78704,-,603 W LIVE OAK ST,3109687,10062041,1
9191472: 20191681749,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,06/17/2019 12:00:00 AM,78759,17.54,RESEARCH BLVD SVRD NB / W BRAKER LN,3112342,10118833,1
305923436: 20191670627,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,06/16/2019 12:00:00 AM,78753,18.06,124 BOLLES CIR,3125880,10100994,1
459815947: 20191670028,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,06/16/2019 12:00:00 AM,78701,11,408 BRAZOS ST,3114525,10070104,1
458842166: 20191670040,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,06/16/2019 12:00:00 AM,78701,11,325 E 6TH ST,3115339,10070350,1
459341084: 20191670195,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/16/2019 12:00:00 AM,78702,9,SAN MARCOS ST / E CESAR CHAVEZ ST,3116959,10068087,1
459803134: 20191670853,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,06/16/2019 12:00:00 AM,78741,23.04,1400 BLOCK S PLEASANT VALLEY RD,3121981,10060579,1
459181295: 20191661468,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,06/15/2019 12:00:00 AM,78703,12,917 N LAMAR BLVD,3111344,10073099,1
313591620: 20191660267,M,W,PREPARATORY RESISTANCE,MINOR INJURY,7,06/15/2019 12:00:00 AM,78757,18.18,8220 RESEARCH BLVD SVRD SB,3121721,10102490,1
459815940: 20191670131,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,7,06/15/2019 12:00:00 AM,78758,18.49,11500 ROCK ROSE AVE,3119460,10119310,1
459050974: 20191660137,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,06/15/2019 12:00:00 AM,78701,11.00,500 BLOCK NUECES ST,3112449,10071113,1
