Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
459621920: 20173561581,12/22/2017 12:00:00 AM,417 E 6TH ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115600,10070275,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
317196375: 20171001411,04/10/2017 12:00:00 AM,1030 NORWOOD PARK BLVD,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129996,10096983,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
294128094: 20171870098,07/06/2017 12:00:00 AM,1215 W SLAUGHTER LN,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3092521,10035702,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459054838: 2017421597,02/11/2017 12:00:00 AM,600 TRINITY ST,M,B,empty hand active aggression,MINOR INJURY,3115403,10070458,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
208667664: 20172261325,08/14/2017 12:00:00 AM,2100 BLOCK E OLTORF ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117855,10057197,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459589627: 20171081649,04/18/2017 12:00:00 AM,2103 OAK MOTTE LN,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3108041,10039531,2,24.27,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
119279093: 20173641225,12/30/2017 12:00:00 AM,2112 E WILLIAM CANNON DR,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109146,10041443,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459596086: 20172800198,10/07/2017 12:00:00 AM,425 W RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3112525,10067372,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459601063: 20172960109,10/23/2017 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
322969895: 2017650157,03/06/2017 12:00:00 AM,4500 S IH 35 NB,M,H,evading/fleeing motor vehicle,MINOR INJURY,3110866,10049483,2,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459218837: 20173210001,11/17/2017 12:00:00 AM,506 PARK BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119350,10083870,9,3.02,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
258343323: 2017690579,03/10/2017 12:00:00 AM,1600 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3118213,10062790,9,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459495377: 2017160151,01/16/2017 12:00:00 AM,11501 ROCK ROSE AVE,M,H,empty hand active aggression,MINOR INJURY,3119545,10119175,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
165086262: 20175028082,07/12/2017 12:00:00 AM,1711 LORETO DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127513,10075935,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
167576510: 2017622144,03/03/2017 12:00:00 AM,1108 VARGAS RD,M,H,empty hand defensive resistance,MINOR INJURY,3129334,10057654,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459123486: 20172611387,09/18/2017 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459044780: 20172781407,10/05/2017 12:00:00 AM,5706 MANOR RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3133312,10084623,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459205235: 20172651049,09/22/2017 12:00:00 AM,9414 N LAMAR BLVD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3127650,10106327,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459405009: 20172510160,09/08/2017 12:00:00 AM,400 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
288622329: 20175013062,03/30/2017 12:00:00 AM,5603 TURA LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133767,10071089,3,21.1,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
373689354: 20171171476,04/27/2017 12:00:00 AM,9515 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3128694,10106147,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
269354072: 20172100257,07/29/2017 12:00:00 AM,6101 PARLIAMENT DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3139550,10078861,1,22.08,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
1124035: 20172030060,07/22/2017 12:00:00 AM,413 E 6TH ST,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115573,10070283,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459564185: 20171890427,07/08/2017 12:00:00 AM,4700 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3122188,10058144,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459561883: 20171821511,07/01/2017 12:00:00 AM,6307 BLUFF SPRINGS RD,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3107777,10042709,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459395517: 20172810137,10/08/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
367133075: 20172101124,07/29/2017 12:00:00 AM,6711 COLONY PARK CV,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3145825,10084692,1,22.02,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
378735220: 20171580221,06/07/2017 12:00:00 AM,500 E WILLIAM CANNON DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3104992,10042797,2,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
288692302: 20172331633,08/21/2017 12:00:00 AM,8600 RESEARCH BLVD SVRD NB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121668,10105044,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
183566895: 20172510537,09/08/2017 12:00:00 AM,8200 N IH 35 SVRD SB,M,B,PASSIVE RESISTANCE,MINOR INJURY,3128035,10099044,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
170154822: 20171291851,05/09/2017 12:00:00 AM,400 BLOCK E 7TH ST,F,I,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115701,10070731,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459343429: 20173480505,12/14/2017 12:00:00 AM,2000 BURTON DR,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117931,10058208,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459535199: 20171120983,04/22/2017 12:00:00 AM,305 COMAL ST,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119207,10068157,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459451304: 20172511833,09/08/2017 12:00:00 AM,1149 AIRPORT BLVD,M,W,PREPARATORY RESISTANCE,MINOR INJURY,3128627,10072898,3,21.11,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459519119: 2017760025,03/17/2017 12:00:00 AM,611 NECHES ST,M,B,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115916,10070553,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
101321769: 20171470521,05/27/2017 12:00:00 AM,12610 PALFREY DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3124401,10127892,7,18.46,TRAVIS COUNTY,"78727(30.426879, -97.713462)"
459494986: 2017150141,01/15/2017 12:00:00 AM,300 BLOCK E 6TH ST,M,B,empty hand active aggression,MINOR INJURY,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
238027468: 20172970473,10/24/2017 12:00:00 AM,7403 OPHELIA DR,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3132903,10092029,1,18.11,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
388633483: 20172891251,10/16/2017 12:00:00 AM,600 SABINE ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116414,10070250,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459267573: 201780870,01/08/2017 12:00:00 AM,7905 PERSIMMON TRL,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3096860,10041061,5,24.24,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459348930: 20172881241,10/15/2017 12:00:00 AM,7201 S CONGRESS AVE,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3103136,10041017,2,24.22,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
458897840: 20172961111,10/23/2017 12:00:00 AM,BRADBURY LN / DEXFORD DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3141775,10118862,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459368166: 20172801671,10/07/2017 12:00:00 AM,7907 WEST GATE BLVD,F,H,PREPARATORY RESISTANCE,MINOR INJURY,3088933,10044982,5,17.28,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
119168300: 20172061062,07/25/2017 12:00:00 AM,500 NECHES ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115647,10070017,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
318050063: 20176900645,11/29/2017 12:00:00 AM,2300 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119995,10059932,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459399100: 20173380104,12/04/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458898852: 20172442076,09/01/2017 12:00:00 AM,5604 SOUTHWEST PKWY,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3082154,10062686,8,19.14,TRAVIS COUNTY,"78735(30.256502, -97.858036)"
314704466: 20172240438,08/12/2017 12:00:00 AM,7928 GESSNER DR,M,W,PASSIVE RESISTANCE,MINOR INJURY,3126355,10098571,4,18.04,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459604792: 20173051849,11/02/2017 12:00:00 AM,214 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115018,10070660,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458972453: 20172200140,08/08/2017 12:00:00 AM,2424 S CONGRESS AVE,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3110785,10059654,3,13.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
384041545: 201710602,01/01/2017 12:00:00 AM,1000 RED RIVER ST,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3116497,10071632,1,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
31916699: 20172960109,10/23/2017 12:00:00 AM,400 E 6TH ST,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
15073558: 2017200149,01/20/2017 12:00:00 AM,711 GREAT BRITAIN BLVD,M,H,edged weapon,MINOR INJURY,3097304,10038161,2,24.23,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459175249: 20171830094,07/02/2017 12:00:00 AM,7100 N IH 35 SVRD NB,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125988,10094321,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459131672: 20171731501,06/22/2017 12:00:00 AM,1407 W STASSNEY LN,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3099331,10049879,2,24.09,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459610199: 20173220859,11/18/2017 12:00:00 AM,51 RAINEY ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115553,10066686,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153031000: 20173031488,10/30/2017 12:00:00 AM,7000 BENNETT AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3126832,10093498,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459556584: 20171680206,06/17/2017 12:00:00 AM,325 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115339,10070350,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
174261148: 20172990637,10/26/2017 12:00:00 AM,1148 AIRPORT BLVD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128224,10072832,3,8.01,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
458912314: 20171670235,06/16/2017 12:00:00 AM,5618 MANOR RD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3133247,10084440,1,21.06,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
169804995: 2017360277,02/05/2017 12:00:00 AM,407 E 8TH ST,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115754,10071033,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
119287352: 2017351748,02/04/2017 12:00:00 AM,5100 ED BLUESTEIN BLVD SB,M,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3138702,10078567,1,21.08,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
232653061: 20172080565,07/27/2017 12:00:00 AM,2538 ELMONT DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3121810,10060460,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
302410824: 20173240414,11/20/2017 12:00:00 AM,2705 HOEKE LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131489,10050992,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459600019: 20173420889,12/08/2017 12:00:00 AM,1919 S PLEASANT VALLEY RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3121139,10058528,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459600027: 20172911360,10/18/2017 12:00:00 AM,10700 THOROUGHBRED DR,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3095106,10028146,5,24.07,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
172557512: 20171091748,04/19/2017 12:00:00 AM,12151 N IH 35 SVRD NB,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3135985,10117220,1,18.35,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458881351: 20172131733,08/01/2017 12:00:00 AM,1054 SPRINGDALE RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3129983,10072500,1,21.11,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
458971615: 20172921461,10/19/2017 12:00:00 AM,2200 BLOCK E OLTORF ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117855,10057197,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
192610625: 20172620159,09/19/2017 12:00:00 AM,9440 S 1ST ST,M,W,evading/fleeing motor vehicle,NO COMPLAINT OF INJURY/PAIN,3096618,10033704,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459595704: 20172771072,10/04/2017 12:00:00 AM,4800 E STASSNEY LN,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115030,10043938,2,24.13,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459516985: 2017700951,03/11/2017 12:00:00 AM,1204 DOBIE DR,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3134177,10103752,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
5026059: 20171750334,06/24/2017 12:00:00 AM,2523 DOVE SPRINGS DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3111513,10041568,2,24.12,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459497754: 20173361088,12/02/2017 12:00:00 AM,7114 N IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125687,10094562,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
458912701: 20173470449,12/13/2017 12:00:00 AM,909 E KOENIG LN EB,M,W,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,3124431,10090110,4,21.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
211557198: 2017350366,02/04/2017 12:00:00 AM,101 E 7TH ST,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114446,10071046,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
378732915: 20171610716,06/10/2017 12:00:00 AM,5013 ALLYSON CT,M,B,PREPARATORY RESISTANCE,MINOR INJURY,3114091,10045212,2,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
5575535: 20173361118,12/02/2017 12:00:00 AM,126 W OLTORF ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110714,10060506,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459129196: 20172351699,08/23/2017 12:00:00 AM,102 W POWELL LN,M,H,PREPARATORY RESISTANCE,MINOR INJURY,3126082,10100114,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459570156: 20172030127,07/22/2017 12:00:00 AM,400 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
253166172: 20172310091,08/19/2017 12:00:00 AM,DOC HOLLIDAY TRL / HOLLIDAY CT,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3131485,10107881,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
27066886: 20173290287,11/25/2017 12:00:00 AM,13300 N IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134808,10126112,7,18.48,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458909276: 20171560325,06/05/2017 12:00:00 AM,1007 QUAIL PARK DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126464,10105456,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
458961248: 2017990199,04/09/2017 12:00:00 AM,300 BLOCK E 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
2032245: 20172541513,09/11/2017 12:00:00 AM,1515 ROYAL CREST DR,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118741,10060610,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
334825364: 20172790814,10/06/2017 12:00:00 AM,8200 GEORGIAN DR,F,B,PASSIVE RESISTANCE,MINOR INJURY,3126122,10099985,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459596126: 20172810192,10/08/2017 12:00:00 AM,400 E 6TH ST,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
10617653: 20171731989,06/22/2017 12:00:00 AM,E RIVERSIDE DR / E BEN WHITE BLVD SVRD WB,M,B,mixed,NO COMPLAINT OF INJURY/PAIN,3131026,10053229,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459105069: 20171460098,05/26/2017 12:00:00 AM,1600 W 6TH ST,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107953,10073116,9,12,TRAVIS COUNTY,"78703(30.291285, -97.763975)"
208210734: 20172031555,07/22/2017 12:00:00 AM,BEDFORD ST / WEBBERVILLE RD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3125791,10071689,1,8.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
458831210: 20172200813,08/08/2017 12:00:00 AM,2906 E MARTIN LUTHER KING JR BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125046,10076076,1,4.02,TRAVIS COUNTY,"78722(30.290465, -97.715708)"
305595156: 2017680363,03/09/2017 12:00:00 AM,1500 E PARMER LN,M,B,verbal resistance/aggression,COMPLAINT OF INJURY/PAIN,3142154,10115695,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459493913: 20172541258,09/11/2017 12:00:00 AM,1071 CLAYTON LN,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3126309,10089393,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459281903: 20171421066,05/22/2017 12:00:00 AM,500 E 7TH ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
288819064: 2017201526,01/20/2017 12:00:00 AM,1000 CHICON ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3121217,10069832,1,9.01,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
133563247: 20172681541,09/25/2017 12:00:00 AM,5804 SWEENEY CIR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133860,10084757,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458791478: 20171871770,07/06/2017 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459579800: 20173290022,11/25/2017 12:00:00 AM,2700 AFTONSHIRE WAY,M,B,PREPARATORY RESISTANCE,MINOR INJURY,3085992,10037677,5,17.46,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
161088225: 20173641197,12/30/2017 12:00:00 AM,5812 N IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124866,10089833,4,21.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
459101218: 20172680376,09/25/2017 12:00:00 AM,3906 W BRAKER LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115979,10117668,7,17.54,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
459345361: 20171040658,04/14/2017 12:00:00 AM,5900 N IH 35 SB,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3125082,10090077,4,21.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
262472882: 20171920607,07/11/2017 12:00:00 AM,4800 COPPERBEND BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115985,10045672,2,24.13,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
213716455: 20173121556,11/08/2017 12:00:00 AM,4507 LESLIE AVE,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3132342,10076440,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459506583: 20173141335,11/10/2017 12:00:00 AM,623 W DITTMAR RD,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3099430,10039564,2,24.22,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
321655339: 20172720610,09/29/2017 12:00:00 AM,8900 N LAMAR BLVD,M,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3126923,10103871,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459550289: 20171520138,06/01/2017 12:00:00 AM,300 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459607701: 20173160376,11/12/2017 12:00:00 AM,800 W ST JOHNS AVE,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121575,10096906,7,15.04,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
459545853: 20173270511,11/23/2017 12:00:00 AM,2829 S LAKELINE BLVD,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3092093,10145861,6,203.18,WILLIAMSON COUNTY,"78613(30.503628, -97.824803)"
31725002: 20172121290,07/31/2017 12:00:00 AM,2121 E OLTORF ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117862,10057044,3,23.13,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
383058504: 20172930469,10/20/2017 12:00:00 AM,400 S CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,SERIOUS INJURY,3112998,10066700,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459403342: 20172970616,10/24/2017 12:00:00 AM,411 BLACKSON AVE,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125362,10095940,4,18.04,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
309726808: 2017480484,02/17/2017 12:00:00 AM,1600 BLOCK WEBBERVILLE RD,M,B,empty hand defensive resistance,MINOR INJURY,3134275,10075799,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
61931958: 20173331539,11/29/2017 12:00:00 AM,10101 S 1ST ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3097265,10030093,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459596171: 20172810189,10/08/2017 12:00:00 AM,307 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115143,10070403,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1137967: 20172730190,09/30/2017 12:00:00 AM,402 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115521,10070515,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459281903: 20171660166,06/15/2017 12:00:00 AM,GUADALUPE ST / W 2ND ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112799,10069707,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
