Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
458808869: 20181750863,06/24/2018 12:00:00 AM,700 AZIE MORTON RD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106681,10068678,5,78704,-,TRAVIS COUNTY
365694237: 20181751757,06/24/2018 12:00:00 AM,811 W SLAUGHTER LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3095552,10035958,5,78748,-,TRAVIS COUNTY
459406430: 20181751161,06/24/2018 12:00:00 AM,CAMERON RD / CLAYTON LN,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3127518,10088970,1,78723,-,TRAVIS COUNTY
1164283: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
459686800: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
1164285: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
1164284: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
458793388: 20181750796,06/24/2018 12:00:00 AM,8105 RESEARCH BLVD SVRD NB,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122960,10102131,4,78758,18.05,TRAVIS COUNTY
183569974: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
1164286: 20181750258,06/24/2018 12:00:00 AM,E 6TH ST / TRINITY ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
459686814: 20181750281,06/24/2018 12:00:00 AM,10000 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3128495,10107901,4,78758,18.22,TRAVIS COUNTY
6816047: 20181740268,06/23/2018 12:00:00 AM,2317 E OLTORF ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118519,10056764,3,78741,23.13,TRAVIS COUNTY
219267849: 20181740937,06/23/2018 12:00:00 AM,5445 N IH 35 SVRD NB,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125068,10087969,4,78723,-,TRAVIS COUNTY
459096501: 20181740273,06/23/2018 12:00:00 AM,1731 E RIVERSIDE DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3118736,10061820,9,78741,14.03,TRAVIS COUNTY
302121258: 20181741168,06/23/2018 12:00:00 AM,5329 N IH 35 SVRD NB,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124800,10087022,4,78723,-,TRAVIS COUNTY
119146167: 20181741656,06/23/2018 12:00:00 AM,306 BARTON SPRINGS RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112722,10067409,9,78704,-,TRAVIS COUNTY
373884945: 20181740458,06/23/2018 12:00:00 AM,2703 MULFORD CV,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3114957,10056294,3,78741,23.07,TRAVIS COUNTY
459289408: 20181731547,06/22/2018 12:00:00 AM,11200 LAKELINE MALL DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3092523,10143915,6,78613,-,WILLIAMSON COUNTY
187107605: 20181730739,06/22/2018 12:00:00 AM,1100 PERRY RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3132136,10067017,3,78721,21.11,TRAVIS COUNTY
459684631: 20181730832,06/22/2018 12:00:00 AM,1201 W 38TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113183,10084130,10,78705,-,TRAVIS COUNTY
62128642: 20181731324,06/22/2018 12:00:00 AM,SANTA RITA ST / PEDERNALES ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3122934,10066718,3,78702,9.02,TRAVIS COUNTY
368443716: 20181731907,06/22/2018 12:00:00 AM,10201 JOLLYVILLE RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3111101,10117308,10,78759,-,TRAVIS COUNTY
458914298: 20181721189,06/21/2018 12:00:00 AM,600 NECHES ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115747,10070360,9,78701,-,TRAVIS COUNTY
459228382: 20181720363,06/21/2018 12:00:00 AM,1200 E 3RD ST,M,I,DEFENSIVE RESISTANCE,MINOR INJURY,3117969,10068595,3,78702,-,TRAVIS COUNTY
170136518: 20181711406,06/20/2018 12:00:00 AM,4609 TERI RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3114811,10044594,2,78744,-,TRAVIS COUNTY
333581038: 20181711872,06/20/2018 12:00:00 AM,9106 SHEPARD DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3127717,10104795,4,78753,18.06,TRAVIS COUNTY
459406927: 20185023399,06/20/2018 12:00:00 AM,6201 E US 290 HWY EB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126660,10090627,1,78723,-,TRAVIS COUNTY
458756924: 20181710164,06/20/2018 12:00:00 AM,7206 LYSANDER CT,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129011,10053565,3,78741,23.12,TRAVIS COUNTY
216138585: 20181701431,06/19/2018 12:00:00 AM,1425 E 12TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120198,10072629,1,78702,-,TRAVIS COUNTY
459613208: 20181691833,06/19/2018 12:00:00 AM,222 E 6TH ST,F,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115061,10070631,9,78701,-,TRAVIS COUNTY
459147955: 20181681836,06/18/2018 12:00:00 AM,600 BLOCK SABINE ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116414,10070250,9,78701,-,TRAVIS COUNTY
160958216: 20181691216,06/18/2018 12:00:00 AM,E 7TH ST / WEBBERVILLE RD,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3122449,10068532,3,78702,-,TRAVIS COUNTY
459684333: 20181680117,06/17/2018 12:00:00 AM,102 W POWELL LN,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3126082,10100114,4,78753,-,TRAVIS COUNTY
165089567: 20181681669,06/17/2018 12:00:00 AM,500 E 7TH ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
313983351: 20181670622,06/16/2018 12:00:00 AM,MANCHACA RD / W BEN WHITE BLVD SVRD EB,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3100203,10056446,5,78745,-,TRAVIS COUNTY
309724042: 20181670294,06/16/2018 12:00:00 AM,500 WOLVERTON DR,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3107959,10049837,3,78745,24.03,TRAVIS COUNTY
459684304: 20181671179,06/16/2018 12:00:00 AM,520 W 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3112623,10071339,9,78701,11,TRAVIS COUNTY
219236346: 20181671809,06/16/2018 12:00:00 AM,400 KENNISTON DR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3122783,10094989,4,78752,-,TRAVIS COUNTY
161088581: 20181670851,06/16/2018 12:00:00 AM,4815 W BRAKER LN,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111602,10118800,10,78759,-,TRAVIS COUNTY
459684168: 20181670135,06/16/2018 12:00:00 AM,400 E 6TH ST,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
269747671: 20181670222,06/16/2018 12:00:00 AM,2425 CROMWELL CIR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121692,10055203,3,78741,23.14,TRAVIS COUNTY
459684175: 20181670135,06/16/2018 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459685587: 20181660129,06/15/2018 12:00:00 AM,1438 CORONADO HILLS DR,M,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130883,10092992,1,78752,18.11,TRAVIS COUNTY
459683756: 20181660074,06/15/2018 12:00:00 AM,314 E 6TH ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115291,10070580,9,78701,-,TRAVIS COUNTY
458836481: 20181650130,06/14/2018 12:00:00 AM,9312 BRODIE LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3082582,10042051,8,78749,17.4,TRAVIS COUNTY
459634708: 20181650548,06/14/2018 12:00:00 AM,5800 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3125371,10056299,3,78741,-,TRAVIS COUNTY
61538842: 20181650508,06/14/2018 12:00:00 AM,300 W 3RD ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3113217,10069984,9,78701,-,TRAVIS COUNTY
459159978: 20181650125,06/14/2018 12:00:00 AM,6808 CRUZ ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3129751,10056579,3,78741,23.12,TRAVIS COUNTY
203948979: 20181651759,06/14/2018 12:00:00 AM,3909 N IH 35 SVRD NB,M,A,AGGRESSIVE RESISTANCE,MINOR INJURY,3122010,10081176,9,78722,-,TRAVIS COUNTY
459509141: 20181652096,06/14/2018 12:00:00 AM,2400 W BRAKER LN,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121661,10115532,4,78758,18.21,TRAVIS COUNTY
302391150: 20181641837,06/13/2018 12:00:00 AM,1600 BLOCK E 2ND ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3119310,10067622,3,78702,9.02,TRAVIS COUNTY
123929709: 20181641752,06/13/2018 12:00:00 AM,1200 HACKBERRY ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3119249,10071588,1,78702,8.04,TRAVIS COUNTY
333578507: 20181641208,06/13/2018 12:00:00 AM,1071 SPRINGDALE RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130664,10072597,3,78721,-,TRAVIS COUNTY
459670357: 20181641150,06/13/2018 12:00:00 AM,7108 BENNETT AVE,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3126959,10094007,4,78752,18.12,TRAVIS COUNTY
383517009: 20181641616,06/13/2018 12:00:00 AM,1918 ROSEWOOD AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122038,10071663,1,78702,-,TRAVIS COUNTY
166140748: 20181641867,06/13/2018 12:00:00 AM,4800 W BRAKER LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111750,10118988,10,78759,-,TRAVIS COUNTY
53281502: 20181640752,06/13/2018 12:00:00 AM,9601 MIDDLE FISKVILLE RD,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3131764,10104394,4,78753,18.33,TRAVIS COUNTY
1311058: 20181630351,06/12/2018 12:00:00 AM,1000 CONGRESS AVE,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3114607,10072215,1,78701,11,TRAVIS COUNTY
459009112: 20181631529,06/12/2018 12:00:00 AM,5800 TECHNI CENTER DR,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3136581,10075175,1,78721,21.1,TRAVIS COUNTY
288954824: 20181631632,06/12/2018 12:00:00 AM,5403 CAMERON RD,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125528,10086931,4,78723,-,TRAVIS COUNTY
459083901: 20181630275,06/12/2018 12:00:00 AM,11617 RESEARCH BLVD SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112205,10124433,6,78759,-,TRAVIS COUNTY
243532125: 20181630005,06/12/2018 12:00:00 AM,8210 RESEARCH BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3121883,10102197,7,78757,-,TRAVIS COUNTY
61542157: 20181620665,06/11/2018 12:00:00 AM,2430 CROMWELL CIR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3121531,10055852,3,78741,23.14,TRAVIS COUNTY
22545221: 20181620166,06/11/2018 12:00:00 AM,12989 N US 183 HWY SVRD NB,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102417,10132355,6,78729,-,WILLIAMSON COUNTY
459682294: 20181611253,06/10/2018 12:00:00 AM,8800 E US 290 HWY SVRD WB,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3140606,10093664,1,78754,-,TRAVIS COUNTY
459081099: 20181610907,06/10/2018 12:00:00 AM,301 W BEN WHITE BLVD EB,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107212,10054719,3,78745,-,TRAVIS COUNTY
459682007: 20181610033,06/10/2018 12:00:00 AM,406 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115565,10070504,9,78701,-,TRAVIS COUNTY
459682014: 20181610143,06/10/2018 12:00:00 AM,W 6TH ST / RIO GRANDE ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3112175,10071387,9,78701,-,TRAVIS COUNTY
459682050: 20181611162,06/10/2018 12:00:00 AM,600 BASTROP HWY NB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3132507,10059587,3,78742,-,TRAVIS COUNTY
458757317: 20181601853,06/09/2018 12:00:00 AM,6409 SPRINGDALE RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3137140,10085508,1,78723,-,TRAVIS COUNTY
378929452: 20181600491,06/09/2018 12:00:00 AM,10014 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129040,10108221,4,78758,-,TRAVIS COUNTY
459682009: 20181601735,06/09/2018 12:00:00 AM,109 E 7TH ST,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114534,10070995,9,78701,-,TRAVIS COUNTY
165119108: 20181600129,06/09/2018 12:00:00 AM,W STASSNEY LN / GOBI DR,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3100091,10049864,2,78745,24.09,TRAVIS COUNTY
459681956: 20181600142,06/09/2018 12:00:00 AM,403 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115468,10070315,9,78701,-,TRAVIS COUNTY
265224933: 20181600103,06/09/2018 12:00:00 AM,400 BLOCK E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459681995: 20181601737,06/09/2018 12:00:00 AM,120 W 5TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113951,10070539,9,78701,-,TRAVIS COUNTY
155779889: 20181590003,06/08/2018 12:00:00 AM,1705 FRONTIER VALLEY DR,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129781,10055371,3,78741,23.12,TRAVIS COUNTY
5015903: 20181591375,06/08/2018 12:00:00 AM,2900 OAK SPRINGS DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3127407,10073005,1,78702,-,TRAVIS COUNTY
459681694: 20181580154,06/07/2018 12:00:00 AM,7328 SOUTH GLENN ST,F,H,DEADLY RESISTANCE,DEATH,3129265,10045388,2,78744,24.31,TRAVIS COUNTY
77464586: 20181580717,06/07/2018 12:00:00 AM,7418 CAMERON RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3130312,10093656,4,78752,-,TRAVIS COUNTY
458981075: 20181580509,06/07/2018 12:00:00 AM,1114 WALTON LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131597,10067756,3,78721,21.11,TRAVIS COUNTY
33360392: 20181580820,06/07/2018 12:00:00 AM,8221 N IH 35 SVRD NB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3128555,10098998,4,78753,-,TRAVIS COUNTY
384043884: 20181570028,06/06/2018 12:00:00 AM,700 N IH 35 SVRD NB,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117176,10070453,7,78753,-,TRAVIS COUNTY
367133866: 20181571373,06/06/2018 12:00:00 AM,2300 S 1ST ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3109472,10061604,9,78704,-,TRAVIS COUNTY
459471972: 20181570261,06/06/2018 12:00:00 AM,1915 BURBANK ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115887,10097493,7,78757,15.05,TRAVIS COUNTY
459535331: 20181571587,06/06/2018 12:00:00 AM,3909 GUADALUPE ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115986,10084134,9,78751,-,TRAVIS COUNTY
204153270: 20181561554,06/05/2018 12:00:00 AM,313 COMAL ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119239,10068235,3,78702,9.02,TRAVIS COUNTY
265552739: 20181561039,06/05/2018 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3111061,10053193,3,78704,-,TRAVIS COUNTY
27132299: 20181560227,06/05/2018 12:00:00 AM,3412 WEBBERVILLE RD,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125870,10071982,1,78702,8.02,TRAVIS COUNTY
318018658: 20181560007,06/05/2018 12:00:00 AM,2302 DURWOOD ST,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3109822,10061144,9,78704,13.05,TRAVIS COUNTY
413860124: 20181551987,06/04/2018 12:00:00 AM,200 E CESAR CHAVEZ ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114314,10068967,9,78701,-,TRAVIS COUNTY
459351803: 20181540753,06/03/2018 12:00:00 AM,9715 N FM 620 RD,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3082827,10131414,6,78726,17.14,TRAVIS COUNTY
64294786: 20181540231,06/03/2018 12:00:00 AM,6528 N LAMAR BLVD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3120354,10094774,7,78757,-,TRAVIS COUNTY
459678991: 20181531581,06/03/2018 12:00:00 AM,200 LAVACA ST,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113125,10069731,9,78701,-,TRAVIS COUNTY
459385008: 20181541425,06/03/2018 12:00:00 AM,1900 BRASSIE ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126765,10055866,3,78741,23.18,TRAVIS COUNTY
356779396: 20181540214,06/03/2018 12:00:00 AM,2621 JONES RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3095564,10054566,5,78745,-,TRAVIS COUNTY
156829706: 20181541755,06/03/2018 12:00:00 AM,800 W RUNDBERG LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127935,10105706,4,78758,-,TRAVIS COUNTY
178782694: 20181530381,06/02/2018 12:00:00 AM,1025 E 32ND ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120148,10078593,9,78705,-,TRAVIS COUNTY
459542564: 20181530227,06/02/2018 12:00:00 AM,8801 S IH 35 SVRD NB,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102585,10034201,2,78744,-,TRAVIS COUNTY
27984146: 20181531701,06/02/2018 12:00:00 AM,GOODWIN AVE / SPRINGDALE RD,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129605,10070882,1,78721,-,TRAVIS COUNTY
459282949: 20181530057,06/02/2018 12:00:00 AM,1600 WICKERSHAM LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122229,10059265,3,78741,-,TRAVIS COUNTY
459678462: 20181520284,06/01/2018 12:00:00 AM,901 W BEN WHITE BLVD SVRD EB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3104682,10055364,3,78745,-,TRAVIS COUNTY
459306417: 20181521241,06/01/2018 12:00:00 AM,5000 N IH 35 SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123994,10085815,9,78751,-,TRAVIS COUNTY
293211959: 20181520493,06/01/2018 12:00:00 AM,E CESAR CHAVEZ ST / PEDERNALES ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122651,10065974,3,78702,-,TRAVIS COUNTY
459502481: 20181521547,06/01/2018 12:00:00 AM,1701 OAK HILL LN,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3101819,10033162,5,78744,24.25,TRAVIS COUNTY
31523111: 20181511133,05/31/2018 12:00:00 AM,7009 BENNETT AVE,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127037,10093620,4,78752,18.12,TRAVIS COUNTY
459546830: 20181511836,05/31/2018 12:00:00 AM,2300 S 1ST ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3109472,10061604,9,78704,-,TRAVIS COUNTY
459303303: 20181511424,05/31/2018 12:00:00 AM,1600 WILLOW CREEK DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119876,10059809,3,78741,-,TRAVIS COUNTY
459678435: 20181511694,05/31/2018 12:00:00 AM,906 E 54TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123648,10087987,4,78751,21.05,TRAVIS COUNTY
72483426: 20181501202,05/30/2018 12:00:00 AM,2410 DURWOOD ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109610,10060737,3,78704,-,TRAVIS COUNTY
459568743: 20181501214,05/30/2018 12:00:00 AM,717 E 7TH ST,M,M,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116761,10070297,9,78701,-,TRAVIS COUNTY
384043314: 20181500111,05/30/2018 12:00:00 AM,6855 E US 290 HWY SVRD EB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3131259,10090288,1,78723,21.12,TRAVIS COUNTY
265618699: 20181500569,05/30/2018 12:00:00 AM,12400 N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3134430,10120298,7,78753,-,TRAVIS COUNTY
459624752: 20181491406,05/29/2018 12:00:00 AM,6506 SANTOS ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128513,10056524,3,78741,23.12,TRAVIS COUNTY
203884403: 20181491266,05/29/2018 12:00:00 AM,13000 N IH 35 SVRD SB,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134503,10124881,7,78753,-,TRAVIS COUNTY
459680681: 20181491406,05/29/2018 12:00:00 AM,6506 SANTOS ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128513,10056524,3,78741,23.12,TRAVIS COUNTY
181797133: 20181481164,05/28/2018 12:00:00 AM,2327 DEADWOOD DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112969,10044722,2,78744,24.11,TRAVIS COUNTY
203752529: 20181480170,05/28/2018 12:00:00 AM,709 LAMAR PL,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120318,10093776,4,78752,15.03,TRAVIS COUNTY
459358974: 20181480136,05/28/2018 12:00:00 AM,1212 BAYLOR ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111242,10074394,9,78703,16.05,TRAVIS COUNTY
203960691: 20181480015,05/28/2018 12:00:00 AM,5700 N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125159,10089058,4,78723,21.05,TRAVIS COUNTY
459359698: 20181481111,05/28/2018 12:00:00 AM,11947 SUNHILLOW BND,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3126052,10119206,7,78758,18.44,TRAVIS COUNTY
384041545: 20181481532,05/28/2018 12:00:00 AM,228 PEDERNALES ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122861,10066668,3,78702,-,TRAVIS COUNTY
1161392: 20181470171,05/27/2018 12:00:00 AM,400 BLOCK E 6TH ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459676544: 20181470093,05/27/2018 12:00:00 AM,300 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,78701,-,TRAVIS COUNTY
459392813: 20181470168,05/27/2018 12:00:00 AM,1500 GROVE BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3126113,10057459,3,78741,-,TRAVIS COUNTY
266928397: 20181470838,05/27/2018 12:00:00 AM,710 E BEN WHITE BLVD SVRD EB,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3110632,10052562,3,78745,-,TRAVIS COUNTY
175244916: 20181461283,05/26/2018 12:00:00 AM,810 VARGAS RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130013,10058727,3,78741,-,TRAVIS COUNTY
459305057: 20181460303,05/26/2018 12:00:00 AM,2112 E WILLIAM CANNON DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3109146,10041443,2,78744,-,TRAVIS COUNTY
1161283: 20181460157,05/26/2018 12:00:00 AM,400 BLOCK E 6TH ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459512334: 20181460648,05/26/2018 12:00:00 AM,5812 N IH 35 SVRD SB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3124866,10089833,4,78751,-,TRAVIS COUNTY
